icao24,origin_country,velocity,on_ground
e4948c,Brazil,169.75,False
8965e1,United Arab Emirates,200.16,False
a0d32e,United States,54.57,False
8965ce,United Arab Emirates,155.55,False
a9ed96,United States,39.58,False
513030,Bosnia and Herzegovina,106.02,False
c06c8a,Canada,107.7,False
c06050,Canada,5.92,True
a1afde,United States,67.44,False
a1afdc,United States,127.39,False
a8847f,United States,140.9,False
c010f6,Canada,201.58,False
c0737c,Canada,243.47,False
acbbfb,United States,226.35,False
a8ba85,United States,54.08,False
152067,Russian Federation,224.31,False
ad3275,United States,59.7,False
a2d6a2,United States,266.99,False
a03fff,United States,192.94,False
a56c19,United States,221.29,False
ab6716,United States,45.27,False
a99d87,United States,160.84,False
a7a17b,United States,126.04,False
a0e62c,United States,248.73,False
748028,Lebanon,222.68,False
748027,Lebanon,224.88,False
a08f6b,United States,148.19,False
a9da33,United States,47.51,False
a2d6a9,United States,119.64,False
a8d465,United States,195.59,False
4d00d6,Luxembourg,181.35,False
abeb9f,United States,193.1,False
15206a,Russian Federation,68.14,False
4d00d8,Luxembourg,189.62,False
8965b5,United Arab Emirates,138.33,False
8965b4,United Arab Emirates,119.87,False
8965b2,United Arab Emirates,216.91,False
76cd71,Singapore,317.09,False
152078,Russian Federation,289.45,False
76cd76,Singapore,0.51,True
a789bc,United States,203.74,False
abf29f,United States,156.59,False
a3dcc2,United States,238.45,False
a39fb7,United States,89.51,False
8965c0,United Arab Emirates,182.76,False
4d00f1,Luxembourg,14.4,True
a56c24,United States,221.36,False
75033c,Malaysia,228.64,False
a99d8d,United States,0.06,True
a1afc8,United States,175.34,False
a22642,United States,234.95,False
a789b4,United States,136.28,False
a07c4c,United States,139.03,False
a2cfa2,United States,249.77,False
a34619,United States,267.43,False
a35949,United States,57.03,False
a14cd0,United States,27.73,False
a4fca9,United States,175.19,False
a8d46a,United States,1.03,True
a8ba65,United States,28.48,False
4d00da,Luxembourg,165.66,False
a88467,United States,216.2,False
89409d,Bahrain,95.21,False
89409e,Bahrain,206.52,False
e4818c,Brazil,256.58,False
a0d374,United States,179.19,False
407911,United Kingdom,111.41,False
ab17ba,United States,60.92,False
c06026,Canada,102.48,False
a1ec77,United States,97.81,False
a20035,United States,242.42,False
a9da13,United States,40.64,False
a403c6,United States,219.95,False
a9ed2e,United States,4.89,False
a1ff9d,United States,104.96,False
e48198,Brazil,177.52,False
4852f5,Kingdom of the Netherlands,213.05,False
a40ffc,United States,54.15,False
a8e76a,United States,274.98,False
aa1a81,United States,81.67,False
a45f76,United States,58.21,False
a7fac5,United States,25.85,False
781478,China,146.31,False
a2cffc,United States,126.64,False
aa1a6e,United States,68.52,False
748019,Lebanon,121.78,False
a1ff90,United States,222.2,False
4bce1a,Turkey,183.03,False
ab540d,United States,141.31,False
a0c049,United States,41.98,False
a9e108,United States,15.78,False
a273f5,United States,188.47,False
a8d44b,United States,78.24,False
a45f64,United States,239.27,False
a1e020,United States,191.48,False
a3efa2,United States,2.31,True
acbd02,United States,70.15,False
e4949a,Brazil,181.34,False
a9ed26,United States,40.75,False
a32c47,United States,178.79,False
a57f04,United States,192.49,False
89407a,Bahrain,174.65,False
a286fe,United States,211.16,False
c010e4,Canada,159.06,False
a0836c,United States,254.86,False
a45f59,United States,243.64,False
ab674b,United States,0.0,True
e48175,Brazil,131.71,False
a2e9fd,United States,1.29,True
a1e015,United States,45.39,False
ac37bd,United States,281.11,False
4bce05,Turkey,198.62,False
aaddc4,United States,149.31,False
a32007,United States,125.28,False
c06c91,Canada,132.63,False
4bce02,Turkey,196.52,False
a4795a,United States,234.17,False
a7ad7c,United States,89.64,False
ab3a0c,United States,202.15,False
152051,Russian Federation,718.53,False
780d9f,China,242.26,False
a86a61,United States,173.97,False
a57f11,United States,210.29,False
a20028,United States,134.08,False
aa2d7d,United States,27.04,False
a47967,United States,43.3,False
a38caf,United States,200.44,False
a33325,United States,130.49,False
4bce16,Turkey,204.72,False
aacaa4,United States,96.81,False
a93ac8,United States,229.83,False
4bce15,Turkey,204.89,False
a33327,United States,272.57,False
4bce13,Turkey,195.06,False
a8aac8,United States,112.15,False
a3e911,United States,225.36,False
a66a84,United States,205.58,False
a7f44d,United States,190.08,False
a0cfbd,United States,215.75,False
a3e917,United States,163.16,False
c1e997,Canada,4.37,True
ab7b8c,United States,204.24,False
a52911,United States,250.54,False
c0669e,Canada,253.51,False
a109ef,United States,187.29,False
a38609,United States,189.39,False
acf23d,United States,187.68,False
abde8c,United States,181.23,False
abd254,United States,196.57,False
a349be,United States,240.2,False
a92d6d,United States,0.51,True
ac52f2,United States,215.36,False
899081,Taiwan,328.36,False
ac4bfe,United States,178.57,False
899080,Taiwan,303.17,False
040188,Ethiopia,282.66,False
ac058a,United States,221.35,False
a01f70,United States,124.67,False
ade8ff,United States,161.44,False
a7a4e6,United States,137.35,False
4d0105,Luxembourg,280.77,False
89907c,Taiwan,313.63,False
4d0107,Luxembourg,295.74,False
ac52ff,United States,252.62,False
a12c30,United States,205.57,False
a2c90d,United States,195.62,False
ad0b73,United States,149.03,False
adc2a4,United States,106.63,False
a981bd,United States,51.09,False
a32fa7,United States,152.97,False
aa759b,United States,191.33,False
a874e1,United States,0.0,True
a92145,United States,237.2,False
3b775b,France,193.26,False
a8b1c0,United States,71.93,False
adc2a7,United States,218.19,False
a24c01,United States,239.27,False
899094,Taiwan,5.4,True
a42a91,United States,210.4,False
a6717b,United States,45.97,False
acf265,United States,205.11,False
a7e151,United States,219.88,False
04015c,Ethiopia,253.98,False
a7ed98,United States,76.39,False
a0261f,United States,55.96,False
a1a924,United States,0.45,True
a66a8c,United States,63.23,False
a92d4c,United States,50.82,False
a0d6a8,United States,164.0,False
a2790a,United States,26.12,False
c1e990,Canada,10.8,True
a3cf1d,United States,82.31,False
c1e991,Canada,15.43,True
c1e994,Canada,14.92,True
a52946,United States,110.78,False
a3117c,United States,0.0,True
c0404e,Canada,155.24,False
c0404f,Canada,236.43,False
040173,Ethiopia,317.91,False
c1e97a,Canada,0.0,True
a42a79,United States,49.49,False
adc2ec,United States,84.89,False
4bcd81,Turkey,265.15,False
a79d4b,United States,56.14,False
468625,Greece,146.28,False
a2af59,United States,199.29,False
a887e0,United States,207.66,False
abcb9f,United States,68.36,False
0d0873,Mexico,190.63,False
a6e75b,United States,232.92,False
c003bb,Canada,45.47,False
a00c80,United States,191.97,False
a80d47,United States,283.25,False
34260e,Spain,200.0,False
a0d6fb,United States,174.51,False
4ca4ea,Ireland,227.33,False
406ec7,United Kingdom,209.87,False
4ca4f4,Ireland,216.88,False
a336c0,United States,161.62,False
706212,Kuwait,294.29,False
706213,Kuwait,265.55,False
a1200d,United States,237.75,False
a25f5e,United States,32.41,False
c0797b,Canada,0.0,True
4ca4f2,Ireland,147.6,False
a97aa4,United States,76.8,False
a456a9,United States,182.88,False
a6844d,United States,54.02,True
a4e1d2,United States,51.97,False
e4a067,Brazil,189.89,False
a70778,United States,0.0,True
aa6e81,United States,209.24,False
a38633,United States,186.61,False
4d0113,Luxembourg,265.32,False
89900e,Taiwan,227.97,False
89900d,Taiwan,219.82,False
a887fd,United States,128.29,False
4d0117,Luxembourg,210.29,False
a86df1,United States,123.73,False
a14657,United States,68.83,False
a754f1,United States,36.36,False
4d0114,Luxembourg,272.83,False
a6c120,United States,251.83,False
aad7b4,United States,133.29,False
a12c42,United States,233.39,False
a13f72,United States,271.78,False
c0534e,Canada,205.64,False
a1463a,United States,71.0,False
040126,Ethiopia,95.59,False
a7ed3f,United States,189.26,False
a78a52,United States,232.71,False
a7da0f,United States,223.26,False
899022,Taiwan,311.52,False
c1e935,Canada,12.86,True
a32fd5,United States,163.93,False
899021,Taiwan,310.07,False
8940b5,Bahrain,191.24,False
a0bcb7,United States,99.07,False
400e14,United Kingdom,0.0,True
8940c4,Bahrain,62.11,False
8940c3,Bahrain,230.66,False
49d3d5,Czech Republic,28.81,True
a79122,United States,190.64,False
a4e1ec,United States,32.41,False
aa8882,United States,4.63,True
a00c5c,United States,159.56,False
ab473a,United States,0.0,True
899037,Taiwan,213.86,False
a203a9,United States,137.39,False
c05f94,Canada,263.89,False
a8bda9,United States,117.18,False
c0799a,Canada,78.62,False
a5a144,United States,253.16,False
ac0519,United States,172.82,False
a3cf6d,United States,199.61,False
a5031a,United States,273.62,False
781ff7,China,257.88,False
a49f87,United States,235.75,False
a74f43,United States,219.54,False
a37f8d,United States,0.0,True
ac5eae,United States,51.9,False
76ccd0,Singapore,276.47,False
346193,Spain,140.56,False
abe501,United States,220.21,False
a696bb,United States,34.61,False
a2fcf2,United States,221.79,False
a6dfbf,United States,258.35,False
48ad87,Poland,179.23,False
48ad85,Poland,163.82,False
86ee7e,Japan,251.9,False
48ad83,Poland,221.01,False
aa1439,United States,245.18,False
a75634,United States,207.55,False
a81fab,United States,274.21,False
a13386,United States,221.85,False
48ad81,Poland,16.24,False
c90000,Vanuatu,76.07,False
c029dd,Canada,211.04,False
a36027,United States,49.48,False
a2536f,United States,65.43,False
407666,United Kingdom,211.0,False
48ad80,Poland,203.18,False
aa141e,United States,137.91,False
ab3ee2,United States,194.63,False
407667,United Kingdom,0.0,True
a696e2,United States,56.47,False
346186,Spain,151.24,False
a3732f,United States,101.87,False
a74f33,United States,192.97,False
76cce2,Singapore,306.06,False
76cce3,Singapore,304.47,False
c00fab,Canada,147.93,False
ab3edd,United States,0.0,True
40631a,United Kingdom,201.17,False
a7e18a,United States,263.59,False
781fff,China,78.0,False
e4894f,Brazil,173.61,False
40631b,United Kingdom,218.48,False
a4f658,United States,63.75,False
486493,Kingdom of the Netherlands,154.57,False
486494,Kingdom of the Netherlands,265.08,False
406f78,United Kingdom,262.07,False
a6dfaa,United States,214.09,False
406f72,United Kingdom,240.87,False
a959cf,United States,229.86,False
a683a8,United States,178.28,False
a64996,United States,268.13,False
49d3fa,Czech Republic,191.19,False
a7563a,United States,262.68,False
5140cc,Georgia,123.28,False
a3b028,United States,230.07,False
a323c8,United States,259.08,False
a2a31c,United States,54.82,False
a31ccf,United States,11.05,False
a24014,United States,108.46,False
5140d5,Georgia,191.78,False
c04c36,Canada,223.61,False
34615a,Spain,235.39,False
486483,Kingdom of the Netherlands,213.88,False
406319,United Kingdom,235.6,False
abde34,United States,142.08,False
4ca4ed,Ireland,215.71,False
a7a60e,United States,166.04,False
4ca4ec,Ireland,229.96,False
a12030,United States,203.24,False
a456d0,United States,154.05,False
a1dcf2,United States,207.63,False
aa0d1e,United States,71.04,False
a31ce2,United States,243.42,False
a2532d,United States,258.44,False
a39997,United States,195.26,False
7800a9,China,182.5,False
aba8ef,United States,247.94,False
347497,Spain,124.0,False
a24c73,United States,217.27,False
abe533,United States,73.87,False
abd204,United States,206.97,False
a7a616,United States,223.53,False
507c97,Uzbekistan,191.39,False
a696ee,United States,22.41,False
aba8eb,United States,118.62,False
a336e3,United States,4.12,True
ac65bb,United States,214.36,False
ac9b0e,United States,73.71,False
a5b3ad,United States,235.38,False
5140c7,Georgia,264.31,False
a336dc,United States,241.99,False
43e9d2,United Kingdom,188.6,False
a719ff,United States,201.83,False
a336df,United States,235.0,False
c00fe2,Canada,215.85,False
c1e908,Canada,14.92,True
0d0866,Mexico,223.58,False
5140c2,Georgia,0.0,True
aa0d0d,United States,95.39,False
ab8e6c,United States,7.72,False
e4898a,Brazil,181.6,False
a06e0b,United States,252.51,False
7813f5,China,215.58,False
a06e20,United States,164.8,False
a12096,United States,148.3,False
abe52c,United States,70.14,False
c07915,Canada,199.09,False
a8aaff,United States,203.19,False
a0d80e,United States,46.2,False
a37389,United States,222.55,False
346147,Spain,115.25,False
5140de,Georgia,210.69,False
a76909,United States,78.71,False
aa87a2,United States,77.12,False
ab7b67,United States,53.61,False
a48039,United States,50.17,False
872863,Japan,133.01,False
a79184,United States,267.61,False
a0be05,United States,63.89,False
ad98f7,United States,40.07,False
aabe90,United States,47.35,False
ac65dc,United States,80.9,False
ad7ece,United States,121.93,False
ad1218,United States,229.99,False
abde5b,United States,125.53,False
a3e95d,United States,42.18,False
34745a,Spain,247.19,False
a24082,United States,155.58,False
a6492f,United States,246.56,False
ac9b48,United States,31.91,False
40768c,United Kingdom,202.44,False
40768d,United Kingdom,62.91,False
ad3870,United States,186.25,False
ac5efa,United States,202.18,False
407698,United Kingdom,245.58,False
0d0804,Mexico,215.19,False
a7da9c,United States,214.42,False
a3cf4f,United States,244.2,False
a5d9d6,United States,55.08,False
a576c4,United States,148.04,False
ac65fb,United States,1.03,True
a2b698,United States,129.27,False
a75611,United States,165.2,False
a706a7,United States,65.34,False
aa2701,United States,207.78,False
a50f4d,United States,70.19,False
abd230,United States,220.74,False
ac9b57,United States,12.86,False
c05f0f,Canada,192.92,False
4409c0,Austria,130.96,False
a06e01,United States,94.65,False
c05f0c,Canada,138.29,False
c05f0e,Canada,139.02,False
a443e8,United States,0.0,True
a310cf,United States,282.02,False
a24c99,United States,216.09,False
4791ac,Norway,114.67,False
407688,United Kingdom,233.13,False
e48989,Brazil,115.21,False
347453,Spain,208.75,False
407686,United Kingdom,197.39,False
a2b67b,United States,65.55,False
48ad0c,Poland,204.08,False
acb5d2,United States,182.54,False
48ad0d,Poland,221.21,False
407689,United Kingdom,5.4,True
48ad0b,Poland,216.12,False
a2b691,United States,196.74,False
abe579,United States,223.16,False
872885,Japan,0.0,True
3c1aeb,Germany,181.8,False
ac9b5d,United States,55.83,False
a9d1c7,United States,43.41,False
a49343,United States,43.02,False
48ad19,Poland,7.46,True
a981dc,United States,82.77,False
3ccd4b,Germany,263.85,False
a6f9b3,United States,178.08,False
a4e307,United States,222.12,False
a06e11,United States,0.06,True
a443d3,United States,84.33,False
3ccd59,Germany,152.83,False
ad6bd4,United States,146.56,False
a50323,United States,67.21,False
aca33f,United States,226.25,False
add667,United States,171.37,False
a05b1a,United States,173.63,False
3c4969,Germany,198.33,False
a25ec5,United States,60.81,False
c051e4,Canada,191.5,False
a99684,United States,13.38,True
a038ff,United States,209.92,False
c051e6,Canada,206.14,False
c04aee,Canada,78.85,False
c051e2,Canada,5.92,True
a97029,United States,5.14,False
a37ea4,United States,209.87,False
ac668d,United States,256.68,False
a7302f,United States,108.35,False
ab80f4,United States,244.88,False
a87688,United States,76.62,False
ac4c8a,United States,98.77,False
502da9,Latvia,235.35,False
acb670,United States,236.52,False
ad23f4,United States,81.91,False
34620b,Spain,221.23,False
ac5378,United States,232.84,False
508404,Ukraine,216.93,False
a06e71,United States,221.45,False
a4a808,United States,56.1,False
750400,Malaysia,142.9,False
ac536c,United States,274.7,False
ab80ef,United States,42.64,False
ac404f,United States,270.2,False
a9e62b,United States,209.63,False
a8b325,United States,48.88,False
a97c40,United States,37.47,False
0a802e,Bahamas,186.36,False
ad6c92,United States,96.83,False
a07522,United States,208.37,False
a18e21,United States,42.75,False
49d529,Czech Republic,43.36,False
3c496d,Germany,0.0,True
a25ea1,United States,52.46,False
a98f6a,United States,283.58,False
add66d,United States,3.6,True
346204,Spain,235.04,False
a8bf73,United States,69.45,False
a8ac42,United States,183.67,False
a9e63f,United States,53.15,False
a50ea8,United States,132.99,False
ad10e9,United States,154.44,False
a0be20,United States,201.4,False
a07535,United States,86.73,False
aa73ec,United States,50.44,False
a7ecfc,United States,48.18,False
76cda3,Singapore,226.08,False
a025bc,United States,51.68,False
76cda4,Singapore,283.1,False
76cda7,Singapore,301.16,False
a8635b,United States,66.14,False
76cda8,Singapore,204.95,False
ad6040,United States,205.9,False
ac538f,United States,0.0,True
a63687,United States,186.32,False
a8b300,United States,70.03,False
acf0da,United States,241.77,False
407630,United Kingdom,225.71,False
407631,United Kingdom,229.18,False
8881de,Viet Nam,236.05,False
adc375,United States,30.19,False
aa73e9,United States,247.59,False
a44521,United States,198.87,False
a1f86c,United States,272.94,False
34750f,Spain,244.33,False
8881db,Viet Nam,188.72,False
a385c8,United States,267.47,False
34750a,Spain,183.22,False
a145f6,United States,35.29,False
394a00,France,236.98,False
a43e38,United States,59.99,False
c064d8,Canada,97.16,False
a31216,United States,213.89,False
394a03,France,244.32,False
76cdb6,Singapore,222.72,False
a50370,United States,200.56,False
76cdb7,Singapore,304.93,False
a252a7,United States,0.45,True
347518,Spain,249.52,False
a6d3c2,United States,232.36,False
a1f869,United States,50.37,False
a6dff9,United States,138.45,False
a06262,United States,42.7,False
c01761,Canada,126.08,False
76cdaf,Singapore,247.82,False
aa1f97,United States,182.98,False
c0174d,Canada,10.8,True
0d06e5,Mexico,151.96,False
ab209c,United States,48.92,False
c0174f,Canada,242.0,False
aa6cf1,United States,52.47,False
394a11,France,217.15,False
a3b04f,United States,41.95,False
8881d7,Viet Nam,236.77,False
c0175a,Canada,247.47,False
394a13,France,207.46,False
c064c3,Canada,65.89,False
a6d3b3,United States,258.13,False
4ca565,Ireland,191.72,False
a706ea,United States,224.47,False
347501,Spain,239.61,False
a2aec7,United States,46.71,False
ad10ec,United States,283.89,False
a4e382,United States,259.37,False
0d06f6,Mexico,202.75,False
a3b05d,United States,5.14,True
a37ec8,United States,51.32,False
a37ec4,United States,227.82,False
a37eb0,United States,269.64,False
a85c3e,United States,188.02,False
ac0504,United States,149.12,False
a25ebe,United States,54.1,False
a9df25,United States,50.51,False
a265b8,United States,72.72,False
a97c18,United States,211.87,False
adb04a,United States,0.0,True
a07579,United States,221.06,False
a1cb05,United States,192.13,False
a74f8a,United States,191.29,False
a33843,United States,202.37,False
a6d3d1,United States,176.15,False
750484,Malaysia,72.14,False
ac16b0,United States,78.8,False
ab2c0c,United States,222.48,False
a492c2,United States,80.67,False
ab2c0b,United States,74.08,False
a44565,United States,81.6,False
a2fe7e,United States,147.3,False
c0171a,Canada,222.44,False
400d5b,United Kingdom,131.11,False
a4a872,United States,99.24,False
a69869,United States,123.65,False
a29b84,United States,47.85,False
a6ce36,United States,266.41,False
c01732,Canada,6.43,True
a0628f,United States,137.27,False
a98ea6,United States,110.92,False
a385ee,United States,237.6,False
ac5f42,United States,4.63,True
ab5975,United States,235.6,False
a43e5c,United States,89.76,False
a43e5b,United States,242.83,False
ab8caa,United States,81.64,False
400111,United Kingdom,158.69,False
04022c,Ethiopia,207.69,False
04022b,Ethiopia,246.56,False
a3c2d5,United States,203.21,False
ac6622,United States,157.94,False
899016,Taiwan,221.54,False
899017,Taiwan,274.52,False
040235,Ethiopia,221.61,False
75047d,Malaysia,140.97,False
a18284,United States,191.15,False
a2f227,United States,26.28,False
899013,Taiwan,220.59,False
a4f5cf,United States,42.6,False
a6ce21,United States,32.77,False
aacfe9,United States,213.09,False
ab8cc1,United States,0.0,True
abf6a4,United States,146.16,False
aad6be,United States,169.71,False
a7db08,United States,217.63,False
ac4c21,United States,112.21,False
781565,China,277.42,False
a0c581,United States,97.56,False
a44548,United States,221.84,False
aa883e,United States,117.36,False
ac0fdc,United States,211.66,False
394a0a,France,218.65,False
8966be,United Arab Emirates,189.13,False
4ca56d,Ireland,197.54,False
4074b9,United Kingdom,66.14,False
a44540,United States,222.41,False
4ca56c,Ireland,192.26,False
ac5310,United States,200.61,False
a05b7e,United States,237.79,False
a385e7,United States,50.97,False
a44544,United States,220.55,False
ad7f42,United States,151.24,False
75044a,Malaysia,303.83,False
4ca56b,Ireland,213.97,False
a6ce57,United States,47.34,False
a5fbbf,United States,203.93,False
4074b8,United Kingdom,240.96,False
4074b5,United Kingdom,232.14,False
a6ce58,United States,243.37,False
750457,Malaysia,211.52,False
a4a88d,United States,72.21,False
a1d242,United States,42.42,False
750459,Malaysia,171.11,False
8966d3,United Arab Emirates,222.94,False
a4eefa,United States,100.04,False
a9707c,United States,73.95,False
a36bd7,United States,78.73,False
396440,France,213.96,False
ab2c3a,United States,166.59,False
04020b,Ethiopia,74.6,False
ad36c8,United States,81.8,False
a7b8d7,United States,287.02,False
a54b66,United States,234.28,False
a1e54b,United States,121.29,False
aa25a6,United States,191.06,False
aabcbe,United States,68.8,False
abdcb7,United States,167.51,False
a7ee0f,United States,44.76,False
ac6645,United States,70.94,False
c077d6,Canada,85.99,False
78023d,China,249.06,False
75045a,Malaysia,242.66,False
ad7f33,United States,47.51,False
a1d233,United States,41.8,False
ac0ff9,United States,250.17,False
a18e9d,United States,233.15,False
a1f891,United States,40.98,False
a768ee,United States,49.27,False
ac4c44,United States,109.06,False
a9cc83,United States,113.86,False
a528d6,United States,208.87,False
ab80a2,United States,77.01,False
ac5326,United States,199.48,False
abefdd,United States,29.84,True
a85072,United States,50.12,False
abf6d7,United States,248.54,False
750450,Malaysia,237.6,False
750451,Malaysia,227.85,False
a4f5a0,United States,216.25,False
a3e8dc,United States,245.67,False
a97075,United States,16.46,True
8966aa,United Arab Emirates,276.07,False
ab2c72,United States,0.0,True
06a3bf,Qatar,280.26,False
a515ad,United States,0.0,True
acc961,United States,233.34,False
a44591,United States,210.51,False
a4eeb4,United States,226.97,False
750446,Malaysia,224.44,False
aca309,United States,128.51,False
ab93db,United States,282.75,False
a70812,United States,218.27,False
8966c3,United Arab Emirates,85.96,False
a9839c,United States,221.93,False
8966c5,United Arab Emirates,234.63,False
ac4c67,United States,265.39,False
39a123,France,193.47,False
a7b8a1,United States,222.37,False
a44585,United States,188.29,False
400143,United Kingdom,190.23,False
a648ce,United States,210.24,False
3c70c9,Germany,277.92,False
34134e,Spain,112.56,False
3c70c7,Germany,250.34,False
a44588,United States,240.94,False
a648d2,United States,58.22,False
aac3f4,United States,236.21,False
06a3cc,Qatar,238.4,False
a087a0,United States,122.66,False
a9969b,United States,202.97,False
a56531,United States,97.46,False
ac03e2,United States,80.25,False
abe3c8,United States,275.18,False
a4f5c6,United States,101.48,False
a1e58f,United States,173.94,False
ad23d5,United States,229.86,False
0092e6,South Africa,187.23,False
a515d2,United States,134.2,False
a43e7f,United States,123.69,False
a55218,United States,291.07,False
a97c8f,United States,123.87,False
a6ce07,United States,77.89,False
a54b30,United States,204.13,False
a1cb89,United States,50.94,False
c1e89a,Canada,2.83,False
a43e83,United States,214.75,False
4074e2,United Kingdom,278.66,False
ab2c8e,United States,253.15,False
4074e3,United Kingdom,241.39,False
ac03f2,United States,170.69,False
8966a3,United Arab Emirates,6.69,True
ae56d0,United States,39.31,False
a0275c,United States,211.75,False
48adb9,Poland,221.5,False
a05ab3,United States,170.51,False
a074bc,United States,33.63,False
44d1ba,Belgium,227.01,False
4ba9ea,Turkey,72.29,False
a66b8e,United States,53.01,False
a8fb54,United States,136.48,False
4cafc0,Ireland,71.65,False
4cafc1,Ireland,217.06,False
4cafc2,Ireland,175.21,False
48ada6,Poland,221.24,False
aca3e6,United States,151.34,False
48ada7,Poland,157.43,False
48ada4,Poland,231.86,False
a05aaf,United States,82.07,False
48ada5,Poland,216.09,False
48ada2,Poland,1.29,True
48ada3,Poland,1.54,True
4cafcc,Ireland,195.9,False
a087fd,United States,165.53,False
abc058,United States,188.08,False
4cafcd,Ireland,254.77,False
abcc8e,United States,38.07,False
4cafd6,Ireland,11.32,True
4cafd7,Ireland,65.29,False
4cafd0,Ireland,214.96,False
4cafd2,Ireland,5.66,True
4cafd3,Ireland,236.52,False
400f02,United Kingdom,0.9,True
4ba9ce,Turkey,96.72,False
a92e73,United States,0.0,True
a7e270,United States,38.82,False
a92e72,United States,122.52,False
a91b44,United States,195.09,False
89916b,Taiwan,190.45,False
4ba9ca,Turkey,144.2,False
89916d,Taiwan,223.31,False
71c014,Republic of Korea,197.85,False
c079a1,Canada,238.14,False
a9e5ae,United States,36.67,False
0c21a4,Panama,242.16,False
71c017,Republic of Korea,75.87,False
717c92,Saudi Arabia,214.08,False
06a373,Qatar,220.85,False
a6c27d,United States,36.42,False
a2f293,United States,55.08,False
a92e81,United States,235.21,False
04004c,Ethiopia,204.69,False
502d0c,Latvia,184.92,False
502d0f,Latvia,142.41,False
a9dee8,United States,56.53,False
402900,United Kingdom,45.72,False
c03a97,Canada,0.77,True
a51736,United States,39.86,False
71c005,Republic of Korea,238.98,False
adb0b4,United States,0.0,True
a6bb98,United States,235.26,False
4cafb4,Ireland,67.6,False
4cafb5,Ireland,212.8,False
502d28,Latvia,228.91,False
c03a90,Canada,124.7,False
502d27,Latvia,50.6,False
a12139,United States,28.31,False
a5b55f,United States,144.14,False
a7ee53,United States,78.24,False
502d3f,Latvia,234.27,False
c004e9,Canada,261.17,False
406fdb,United Kingdom,212.5,False
406fda,United Kingdom,205.62,False
c004f3,Canada,263.37,False
a5c898,United States,292.72,False
a5c899,United States,222.48,False
a29abd,United States,0.0,True
a7db0b,United States,70.09,False
a5c895,United States,217.16,False
a36105,United States,226.32,False
502d58,Latvia,217.14,False
a2b759,United States,194.11,False
a3c2fb,United States,155.61,False
780f3c,China,253.33,False
502d43,Latvia,148.73,False
780f3b,China,0.77,True
502d46,Latvia,238.95,False
a8c5bc,United States,56.11,False
ab3518,United States,55.51,False
a97baf,United States,88.48,False
a755e9,United States,61.01,False
ace063,United States,257.75,False
a324b0,United States,6.69,True
a80e4e,United States,114.21,False
a23a2a,United States,39.37,False
502d3e,Latvia,197.13,False
44d1a1,Belgium,171.23,False
ad0088,United States,186.48,False
89912e,Taiwan,219.11,False
a24d40,United States,37.78,False
abc09e,United States,265.96,False
a6ce7d,United States,266.93,False
a7db41,United States,88.02,False
a29aa5,United States,206.01,False
4076b1,United Kingdom,201.31,False
4076b0,United Kingdom,206.56,False
a9c097,United States,52.43,False
0d0771,Mexico,239.51,False
aa0cf4,United States,60.54,False
a1ddbb,United States,201.96,False
a23a09,United States,42.22,False
a6e89f,United States,1.29,True
a6e89b,United States,204.62,False
acb824,United States,102.89,False
a6bb62,United States,57.76,False
a23a03,United States,219.47,False
a23a02,United States,0.0,True
a6bb63,United States,46.62,False
a12126,United States,48.26,False
a85bd0,United States,64.83,False
49d2b7,Czech Republic,233.28,False
ab4866,United States,170.56,False
c004ea,Canada,263.57,False
a3871e,United States,187.06,False
a24d3a,United States,67.94,False
a7b8fb,United States,52.08,False
a12d67,United States,5.14,True
502d5c,Latvia,226.02,False
ab485e,United States,234.47,False
4caff7,Ireland,228.36,False
ac18cd,United States,32.48,False
009e06,South Africa,182.75,False
a8021b,United States,279.65,False
a12122,United States,53.73,False
407797,United Kingdom,246.45,False
01024b,Egypt,0.0,True
a72a00,United States,62.23,False
a3b124,United States,213.22,False
ac66c4,United States,50.42,False
01024d,Egypt,239.67,False
0d0707,Mexico,212.82,False
a3bd5a,United States,103.82,False
3964eb,France,96.68,False
407796,United Kingdom,144.48,False
01024f,Egypt,266.62,False
a5fd2d,United States,212.69,False
01024e,Egypt,258.18,False
407799,United Kingdom,245.63,False
8990a4,Taiwan,231.98,False
a97d00,United States,97.32,False
a3bd5f,United States,233.94,False
a23a70,United States,49.16,False
3007ef,Italy,231.8,False
3964ee,France,231.32,False
a697db,United States,230.48,False
484b8f,Kingdom of the Netherlands,203.61,False
a54aaa,United States,234.5,False
a54aae,United States,228.89,False
ac66aa,United States,266.73,False
aba9e7,United States,120.26,False
a24d8c,United States,40.04,False
a2a466,United States,48.24,False
a74429,United States,53.07,False
a79dc4,United States,215.55,False
a431b2,United States,104.66,False
a29aff,United States,146.99,False
a4943f,United States,255.37,False
a4943e,United States,253.76,False
71c077,Republic of Korea,3.86,True
a60a14,United States,189.17,False
a37479,United States,52.03,False
01023c,Egypt,245.91,False
aa153e,United States,221.34,False
484b90,Kingdom of the Netherlands,199.38,False
ad1f48,United States,49.09,False
a4dd65,United States,159.6,False
ab9657,United States,223.73,False
a2415a,United States,62.54,False
aa0e62,United States,6.69,True
a684d2,United States,147.42,False
8990b5,Taiwan,159.33,False
aa5bc5,United States,230.71,False
aa5bc2,United States,23.15,False
c017c5,Canada,232.94,False
a29af9,United States,265.55,False
a60a1c,United States,70.51,False
a1d1d0,United States,105.4,False
010242,Egypt,258.09,False
40643b,United Kingdom,138.68,False
