icao24,origin_country,velocity,on_ground
a81006,United States,194.64,False
a5d68a,United States,251.58,False
020104,Morocco,231.07,False
ac5ada,United States,115.38,False
4ca8ff,Ireland,195.54,False
c012bd,Canada,252.08,False
a1e045,United States,235.21,False
4854c7,Kingdom of the Netherlands,232.55,False
4ca8fa,Ireland,249.5,False
4ca8fc,Ireland,173.59,False
a776b2,United States,208.82,False
a4c96c,United States,202.85,False
400685,United Kingdom,230.36,False
400683,United Kingdom,6.43,True
a2be06,United States,229.89,False
ad212a,United States,172.06,False
738285,Israel,0.0,True
4bb299,Turkey,256.53,False
a6dc08,United States,239.58,False
a7bfa0,United States,210.66,False
a2d812,United States,50.27,False
acfa52,United States,174.66,False
738288,Israel,91.9,False
adddda,United States,115.96,False
a33ea8,United States,38.94,False
738287,Israel,144.78,False
4bb294,Turkey,117.58,False
a2d818,United States,68.93,False
a5d623,United States,160.94,False
ae04f1,United States,105.93,False
490d0f,Portugal,235.84,False
4bb292,Turkey,222.04,False
aa7d45,United States,221.97,False
ad2138,United States,56.31,False
490d0d,Portugal,259.87,False
a69f49,United States,225.61,False
c038cc,Canada,239.99,False
a669f4,United States,95.97,False
c01ec6,Canada,217.35,False
a536f7,United States,41.12,False
a1e08d,United States,236.02,False
a4a329,United States,68.5,False
ae04cc,United States,80.31,False
a57331,United States,210.83,False
4bb28d,Turkey,0.0,True
4bb28e,Turkey,62.27,False
a4b64b,United States,201.71,False
a41804,United States,221.49,False
4bb28a,Turkey,245.65,False
a14e50,United States,92.27,False
a5cf3f,United States,250.17,False
a8f9c6,United States,220.38,False
abf486,United States,119.56,False
ad1a4e,United States,77.21,False
a4405f,United States,143.03,False
ab19a7,United States,192.51,False
ac5afd,United States,255.44,False
c08866,Canada,201.12,False
c08861,Canada,216.29,False
c08862,Canada,215.57,False
44cdcb,Belgium,206.4,False
a57341,United States,59.36,False
a5cf66,United States,267.17,False
4bb274,Turkey,126.23,False
a238a6,United States,24.69,True
a3207a,United States,189.23,False
4867c1,Kingdom of the Netherlands,191.71,False
c01ee6,Canada,241.03,False
4bb270,Turkey,266.49,False
a70328,United States,210.7,False
4867c3,Kingdom of the Netherlands,195.39,False
4bb26f,Turkey,223.97,False
c08857,Canada,189.65,False
aaba9e,United States,29.91,False
c08852,Canada,252.96,False
a9da7a,United States,78.05,False
7585ea,Philippines,228.22,False
c01ebb,Canada,198.02,False
a5c31b,United States,192.75,False
a8ba8d,United States,48.88,False
a9690d,United States,219.73,False
c0751c,Canada,220.33,False
c0884e,Canada,209.05,False
4066d0,United Kingdom,229.92,False
c0884f,Canada,72.34,False
a919b4,United States,38.94,False
a9e167,United States,230.43,False
abda7d,United States,216.62,False
a789ea,United States,0.0,True
a8f9a3,United States,161.81,False
4bb281,Turkey,184.89,False
a0c09a,United States,136.33,False
a76fe9,United States,217.52,False
c08859,Canada,172.85,False
c00088,Canada,2.57,True
896408,United Arab Emirates,284.43,False
a01b5c,United States,100.48,False
44cdc9,Belgium,90.16,False
a728a9,United States,155.09,False
a8105e,United States,43.3,False
a37b0f,United States,212.32,False
020176,Morocco,107.48,False
a0224a,United States,68.43,False
aae703,United States,210.44,False
020175,Morocco,222.27,False
a07bef,United States,224.29,False
a358eb,United States,79.62,False
a2be35,United States,204.45,False
a6e38d,United States,1.8,True
a3e525,United States,255.01,False
44cdd1,Belgium,221.28,False
ab0722,United States,59.73,False
896413,United Arab Emirates,66.37,False
44cdd0,Belgium,0.0,True
467747,Finland,9.77,True
a07bfa,United States,51.4,False
70c13d,Oman,194.3,False
adde95,United States,220.55,False
8a0893,Indonesia,224.4,False
acc59d,United States,168.05,False
a01b80,United States,177.12,False
a33ed6,United States,3.34,True
70c13c,Oman,289.34,False
a13b1e,United States,283.29,False
467717,Finland,1.29,True
a4b5b6,United States,115.95,False
a4aebe,United States,224.98,False
a21ed4,United States,231.1,False
a65847,United States,158.84,False
a27533,United States,5.14,True
a095f0,United States,190.14,False
75872b,Philippines,152.57,False
a0f8f1,United States,186.71,False
a01b56,United States,193.77,False
a3e542,United States,141.41,False
c08811,Canada,91.43,False
c038a7,Canada,222.07,False
3c0d0c,Germany,217.13,False
a105e8,United States,191.01,False
a105e6,United States,136.7,False
aa7198,United States,102.48,False
ad4708,United States,40.89,False
a4c8de,United States,61.08,False
aacd0a,United States,40.75,False
a33eb5,United States,165.97,False
a358bd,United States,188.89,False
a16883,United States,253.67,False
020140,Morocco,218.96,False
a39575,United States,186.4,False
a32bf3,United States,239.31,False
e48519,Brazil,199.95,False
c060bc,Canada,206.61,False
abed10,United States,299.83,False
ab4dc5,United States,56.94,False
a465df,United States,193.95,False
c060bb,Canada,149.94,False
c060ba,Canada,195.56,False
02012c,Morocco,231.36,False
02012b,Morocco,218.16,False
a40563,United States,102.97,False
a332d3,United States,205.92,False
a9ffeb,United States,109.42,False
a9ecc7,United States,34.71,False
a2be6d,United States,66.43,False
c0003b,Canada,74.77,False
a6803f,United States,0.0,True
aa4903,United States,193.26,False
70c105,Oman,231.57,False
4bb1a3,Turkey,257.66,False
a87cf4,United States,230.02,False
a81c5b,United States,42.1,False
0b435f,Guatemala,40.65,False
70c101,Oman,197.8,False
a82f8b,United States,76.15,False
70c103,Oman,189.98,False
70c104,Oman,190.05,False
467704,Finland,9.77,True
e4851a,Brazil,220.16,False
c060c9,Canada,190.65,False
c060c8,Canada,225.22,False
4baac4,Turkey,127.18,False
4baac1,Turkey,167.75,False
a6e361,United States,270.18,False
a906f3,United States,185.93,False
a7f009,United States,62.57,False
c060c4,Canada,208.55,False
a1a56d,United States,229.8,False
c060c1,Canada,206.53,False
c060c3,Canada,255.09,False
020123,Morocco,247.51,False
7c5c45,Australia,168.54,False
020121,Morocco,216.5,False
4bb1a4,Turkey,236.58,False
aae757,United States,232.58,False
a7f040,United States,270.95,False
a38223,United States,228.76,False
a56097,United States,52.93,False
a9697f,United States,62.79,False
a32bba,United States,254.35,False
a38e69,United States,168.16,False
aacd50,United States,228.94,False
a25b66,United States,133.76,False
a21efb,United States,204.51,False
a37b1c,United States,207.76,False
70c124,Oman,227.6,False
70c125,Oman,215.04,False
3cc57d,Germany,124.1,False
a3a8ba,United States,88.47,False
a99ce1,United States,74.72,False
02013d,Morocco,217.51,False
a33eda,United States,206.17,False
02013c,Morocco,236.47,False
a25b3b,United States,147.72,False
a9ecab,United States,36.73,False
a27567,United States,77.39,False
a25b3f,United States,232.82,False
7822d7,China,4.63,True
a1ebd6,United States,46.68,False
ad4744,United States,270.85,False
a345cd,United States,81.49,False
020145,Morocco,223.03,False
758707,Philippines,249.2,False
a8dffc,United States,267.22,False
a8d3c1,United States,127.12,False
8005f3,India,7.72,True
345385,Spain,205.38,False
a5124c,United States,225.24,False
345388,Spain,197.29,False
acab11,United States,183.59,False
ab05ef,United States,66.69,False
a81bc4,United States,254.77,False
a38281,United States,36.79,False
a968f8,United States,247.08,False
486897,Kingdom of the Netherlands,123.43,False
a9084d,United States,120.92,False
8005eb,India,224.88,False
ac1ef0,United States,36.56,False
ac6213,United States,54.62,False
a6588d,United States,116.17,False
780a66,China,235.48,False
ac0bc4,United States,178.92,False
8005ee,India,223.58,False
a75232,United States,37.55,True
780a65,China,7.72,True
acd83d,United States,72.02,False
ab4248,United States,54.57,False
acbe34,United States,221.69,False
3d2114,Germany,50.15,False
acbe2d,United States,57.95,False
ac6227,United States,232.02,False
896382,United Arab Emirates,106.75,False
895056,Brunei Darussalam,7.72,True
34535a,Spain,219.63,False
e80628,Chile,253.54,False
c02655,Canada,1.8,True
abebac,United States,57.37,False
a7b520,United States,173.63,False
aa221f,United States,224.98,False
8005d5,India,171.86,False
abfefd,United States,253.14,False
acbe63,United States,8.75,True
346690,Spain,139.15,False
e80629,Chile,159.7,False
ac12d6,United States,232.31,False
c06cf4,Canada,0.06,True
c02683,Canada,106.82,False
a955a3,United States,198.16,False
ad2bbe,United States,162.87,False
486871,Kingdom of the Netherlands,69.21,False
7c1466,Australia,247.08,False
a26279,United States,42.11,False
0ac177,Colombia,135.56,False
a8721f,United States,215.42,False
c060b4,Canada,199.53,False
c060b3,Canada,212.12,False
ac12be,United States,6.94,True
a63e9a,United States,186.2,False
c00028,Canada,103.01,False
a81bcc,United States,137.58,False
a2c56d,United States,188.03,False
a99e32,United States,169.55,False
a44be5,United States,271.35,False
ac7581,United States,118.72,False
e8062b,Chile,253.64,False
77044e,Sri Lanka,207.59,False
a10708,United States,51.97,False
a2c574,United States,204.79,False
a8986c,United States,60.44,False
780a97,China,189.51,False
780a98,China,220.3,False
739602,Israel,142.51,False
780a8b,China,153.46,False
ac5b66,United States,63.3,False
ac756c,United States,3.86,False
3a4913,France,103.75,False
4bb0f4,Turkey,120.08,False
acab54,United States,130.17,False
89631b,United Arab Emirates,235.1,False
acd88e,United States,248.48,False
aa1b22,United States,226.81,False
a3e558,United States,128.04,False
a20d0e,United States,190.78,False
44ce75,Belgium,0.0,True
a32d07,United States,46.62,False
a728e5,United States,133.19,False
461553,Finland,142.72,False
4bb0f0,Turkey,213.74,False
ac6266,United States,5.4,True
478ecd,Norway,148.62,False
a6451b,United States,50.28,False
a34729,United States,196.34,False
a7f08e,United States,191.38,False
45a5d6,Denmark,213.59,False
896334,United Arab Emirates,161.97,False
896333,United Arab Emirates,135.62,False
44ce6e,Belgium,184.55,False
780a9e,China,205.92,False
a87e18,United States,50.39,False
ab3b8b,United States,96.11,False
a7f096,United States,100.32,False
a65874,United States,48.05,False
ac5b89,United States,219.14,False
c01f28,Canada,210.24,False
c07fb0,Canada,228.94,False
a7c80d,United States,51.45,False
a5d5c8,United States,49.98,False
c07fb1,Canada,226.98,False
ade543,United States,259.15,False
a21417,United States,61.36,False
aa351b,United States,59.04,False
486840,Kingdom of the Netherlands,201.63,False
a08446,United States,190.11,False
a3e55b,United States,58.67,False
7c0185,Australia,139.33,False
02019f,Morocco,169.66,False
02019d,Morocco,72.04,False
a287ab,United States,184.07,False
a4f215,United States,275.95,False
02019c,Morocco,231.75,False
48683f,Kingdom of the Netherlands,252.54,False
a5d5ae,United States,190.58,False
a968bb,United States,8.75,True
a6a839,United States,60.44,False
c01f1e,Canada,219.31,False
a14dd3,United States,127.45,False
a14da8,United States,0.0,True
34530e,Spain,85.1,False
0ac19a,Colombia,57.62,False
aa350f,United States,257.46,False
ac6289,United States,2.31,True
896307,United Arab Emirates,272.5,False
a63e66,United States,80.22,False
a76546,United States,182.93,False
abf2ea,United States,245.51,False
896311,United Arab Emirates,267.52,False
346648,Spain,225.76,False
346649,Spain,179.34,False
a848e9,United States,77.38,False
345313,Spain,226.63,False
a90834,United States,145.55,False
c07fe9,Canada,246.06,False
345314,Spain,1.03,True
406752,United Kingdom,236.57,False
4bb0e3,Turkey,230.8,False
a6eec9,United States,261.7,False
4bb0e4,Turkey,256.44,False
4bb0e1,Turkey,210.85,False
4bb0e2,Turkey,240.62,False
758793,Philippines,205.27,False
896315,United Arab Emirates,268.65,False
896314,United Arab Emirates,99.39,False
896317,United Arab Emirates,270.82,False
a2270f,United States,214.04,False
c01f52,Canada,245.97,False
a6587b,United States,279.99,False
a70ee6,United States,194.92,False
44ce72,Belgium,237.12,False
e483dd,Brazil,236.61,False
89630b,United Arab Emirates,311.7,False
a3828a,United States,1.03,True
89630f,United Arab Emirates,227.86,False
a8982f,United States,72.74,False
a37aa3,United States,191.95,False
a261a3,United States,44.92,False
6832a3,Kazakhstan,5.14,True
0200fb,Morocco,234.05,False
3cd906,Germany,149.6,False
aa9721,United States,168.8,False
a44d1c,United States,228.1,False
a22771,United States,73.57,False
a20d4b,United States,33.44,False
c06183,Canada,189.88,False
a141c5,United States,82.72,False
abf396,United States,257.03,False
c0617d,Canada,196.91,False
c0617c,Canada,196.25,False
ad3388,United States,208.86,False
0200ef,Morocco,226.97,False
ac006d,United States,114.9,False
c0617a,Canada,148.46,False
486804,Kingdom of the Netherlands,223.09,False
0200ea,Morocco,224.85,False
a06a5a,United States,161.54,False
486802,Kingdom of the Netherlands,196.2,False
c06178,Canada,245.31,False
a0e795,United States,62.32,False
a1ed2c,United States,110.7,False
c06174,Canada,235.16,False
34660f,Spain,189.12,False
c06175,Canada,229.29,False
34660e,Spain,178.71,False
a657ae,United States,44.56,False
a657ad,United States,167.88,False
34660b,Spain,250.69,False
c06171,Canada,168.54,False
a56d25,United States,53.79,False
abe075,United States,244.9,False
c03905,Canada,163.4,False
a417c9,United States,251.46,False
a57412,United States,219.52,False
c0616c,Canada,158.5,False
a657b9,United States,185.74,False
346614,Spain,178.53,False
a68d02,United States,219.01,False
c0616e,Canada,247.66,False
a33425,United States,131.07,False
346610,Spain,228.43,False
346613,Spain,218.65,False
4ab821,Sweden,221.65,False
4ab823,Sweden,76.67,False
a3472f,United States,191.9,False
474809,Hungary,,True
a19d59,United States,208.6,False
a657bf,United States,209.4,False
a1b7e3,United States,106.02,False
a99269,United States,54.74,False
c0619b,Canada,233.75,False
a68d17,United States,52.39,False
a38db4,United States,260.94,False
a524c5,United States,202.69,False
ad2095,United States,179.68,False
70c0df,Oman,188.58,False
3c0ca3,Germany,224.81,False
3c0ca7,Germany,5.4,True
3c0ca6,Germany,231.5,False
70c0de,Oman,269.46,False
a63dc7,United States,235.72,False
a69418,United States,169.23,False
a21432,United States,7.46,True
88085a,Thailand,222.19,False
7586d7,Philippines,233.91,False
70c0f9,Oman,224.12,False
a3e4d8,United States,150.25,False
a5bd0b,United States,247.22,False
a18a1c,United States,225.33,False
c0618e,Canada,195.1,False
a55a0c,United States,230.3,False
aadeb3,United States,132.92,False
70c0f6,Oman,226.31,False
a1b7d9,United States,93.13,False
89639e,United Arab Emirates,10.29,True
aae5a9,United States,0.0,True
80073c,India,225.82,False
a2bdff,United States,219.64,False
aa1b9d,United States,53.78,False
4ca8e4,Ireland,185.94,False
aaf8d7,United States,71.0,False
4bb206,Turkey,272.1,False
4ca8e6,Ireland,218.03,False
a20d8d,United States,65.21,False
89639b,United Arab Emirates,222.33,False
a20153,United States,39.63,False
4bb205,Turkey,211.65,False
abe09a,United States,5.92,True
780a27,China,208.74,False
4bb212,Turkey,246.3,False
c1e437,Canada,6.17,True
a3346a,United States,113.56,False
a955fd,United States,229.12,False
4bab29,Turkey,212.64,False
80073d,India,305.51,False
e48fc1,Brazil,130.01,False
4bab26,Turkey,66.88,False
a33475,United States,44.8,False
780a28,China,205.53,False
780a1c,China,7.72,True
c06139,Canada,36.13,False
a44d62,United States,237.05,False
781112,China,329.76,False
a835fb,United States,55.29,False
4bb219,Turkey,178.64,False
a20169,United States,88.89,False
4ca8f5,Ireland,62.9,False
a8ce7a,United States,69.17,False
4bb215,Turkey,108.9,False
7c6dd4,Australia,0.0,True
a6f5fc,United States,256.49,False
a31a50,United States,0.0,True
780a38,China,0.77,True
a2aac9,United States,47.39,False
c06d87,Canada,78.45,False
4bb20f,Turkey,236.67,False
0ac12f,Colombia,211.07,False
4ca8da,Ireland,212.88,False
a7a232,United States,186.16,False
c06167,Canada,0.26,True
780a2a,China,184.61,False
a1ed5f,United States,183.86,False
ad45a4,United States,199.37,False
70c0c9,Oman,190.34,False
800732,India,310.57,False
a9f528,United States,255.56,False
896398,United Arab Emirates,255.38,False
4ca8af,Ireland,216.95,False
ac0ba7,United States,4.89,True
aadee4,United States,44.18,False
a1e132,United States,219.22,False
89505d,Brunei Darussalam,237.31,False
a37ab5,United States,225.21,False
e48fb6,Brazil,212.41,False
89638d,United Arab Emirates,6.69,True
e48fb5,Brazil,237.07,False
89505a,Brunei Darussalam,287.4,False
e48fb7,Brazil,237.88,False
c06156,Canada,271.15,False
4ca8d6,Ireland,203.23,False
780a3c,China,0.0,True
84bbbd,Japan,0.0,True
a31a29,United States,54.18,False
aa1b78,United States,206.29,False
4ca8d9,Ireland,216.56,False
780a3b,China,158.25,False
c06151,Canada,143.54,False
4ca8d4,Ireland,235.18,False
4ca8d5,Ireland,209.14,False
a07177,United States,265.96,False
a75280,United States,101.85,False
800739,India,227.31,False
aa7bea,United States,215.75,False
780a58,China,205.25,False
ad3ec9,United States,56.92,False
a19d8d,United States,51.44,True
800742,India,248.22,False
8a07b7,Indonesia,228.96,False
acd838,United States,224.14,False
ae1827,United States,71.47,False
a0716f,United States,56.0,False
ac6e51,United States,265.39,False
a511e7,United States,68.43,False
4baa41,Turkey,58.14,False
c00cf4,Canada,2.83,True
c07676,Canada,248.15,False
a68d6f,United States,231.21,False
a44169,United States,127.58,False
c1e641,Canada,7.46,True
a50aed,United States,37.04,False
888061,Viet Nam,112.71,False
a1e194,United States,247.55,False
a69463,United States,216.51,False
a70463,United States,232.69,False
8830f2,Thailand,228.78,False
abdb35,United States,218.33,False
a9a734,United States,98.89,False
ad4873,United States,221.27,False
a8d4b0,United States,179.72,False
4baa55,Turkey,3.09,True
a01c13,United States,85.9,False
4baa53,Turkey,191.82,False
a511f6,United States,223.59,False
acd8f3,United States,100.12,False
3c0ac6,Germany,215.8,False
c05001,Canada,41.48,False
a4414a,United States,277.24,False
48922b,Poland,220.44,False
a21fa1,United States,185.83,False
0b4298,Guatemala,50.94,False
c1e651,Canada,5.66,True
acc5c9,United States,133.93,False
ac62cc,United States,149.29,False
ac5bf6,United States,247.11,False
a4a484,United States,202.28,False
4bb145,Turkey,248.13,False
a2fa71,United States,264.72,False
4bb146,Turkey,230.23,False
4baa4e,Turkey,168.44,False
a9edb4,United States,0.06,True
4bb143,Turkey,220.61,False
ac75ee,United States,253.73,False
4bb144,Turkey,256.6,False
4bb141,Turkey,282.53,False
a1e189,United States,48.24,False
a5d797,United States,44.09,False
aa856d,United States,61.12,False
4c31e2,Serbia,9.77,True
a4f1e5,United States,248.12,False
a6dd52,United States,51.14,False
ac157d,United States,239.29,False
40072b,United Kingdom,7.46,True
8963f6,United Arab Emirates,280.22,False
8963f5,United Arab Emirates,296.41,False
3a3445,France,48.36,False
8963f4,United Arab Emirates,286.82,False
501e83,Croatia,196.93,False
c05030,Canada,272.71,False
489226,Poland,255.6,False
a7046e,United States,32.82,False
c06362,Canada,147.09,False
8963df,United Arab Emirates,180.2,False
a7a1b1,United States,235.13,False
4baa0d,Turkey,260.68,False
4bb106,Turkey,253.68,False
aa7e7c,United States,216.13,False
aa7e7b,United States,0.0,True
489229,Poland,233.36,False
ad7bdf,United States,211.93,False
424747,United Kingdom,214.27,False
800892,India,2.83,True
c05c86,Canada,248.99,False
3df745,Germany,58.83,False
abe243,United States,240.97,False
a28904,United States,190.59,False
8963ed,United Arab Emirates,284.67,False
8963ec,United Arab Emirates,283.45,False
c0502e,Canada,235.28,False
0b4289,Guatemala,49.11,False
addef0,United States,96.9,False
a3a9a2,United States,213.52,False
a44d85,United States,191.22,False
a3a9a3,United States,60.88,False
ab8b7f,United States,221.11,False
c06358,Canada,187.2,False
addee7,United States,62.21,False
c06357,Canada,169.55,False
c07684,Canada,112.08,False
a83782,United States,237.69,False
a83781,United States,102.38,False
aa7e79,United States,239.29,False
a6f788,United States,140.34,False
a5aa78,United States,65.26,False
a20189,United States,26.46,False
a1e14a,United States,235.87,False
3c0acc,Germany,7.2,True
c0501e,Canada,0.0,True
a5617a,United States,272.65,False
acb2ad,United States,97.59,False
0b4279,Guatemala,26.36,False
a04947,United States,64.44,False
489221,Poland,221.79,False
ac62f3,United States,212.86,False
c013de,Canada,77.93,False
a03618,United States,5.14,True
aa7e74,United States,198.67,False
aa6b43,United States,187.04,False
a3a9b6,United States,7.46,True
a81d69,United States,47.7,False
4baa89,Turkey,217.55,False
a2d92a,United States,241.28,False
a01c46,United States,160.33,False
4baa84,Turkey,271.28,False
8963d5,United Arab Emirates,221.56,False
a14316,United States,28.52,False
4baa85,Turkey,112.68,False
47bb0a,Norway,190.75,False
a106d6,United States,65.33,False
aa720f,United States,102.48,False
3452c9,Spain,199.7,False
a0e6c6,United States,177.52,False
a0e6c7,United States,38.73,False
ab927e,United States,218.13,False
3452c7,Spain,105.86,False
484ee4,Kingdom of the Netherlands,90.78,False
a82404,United States,45.27,False
abf593,United States,204.88,False
a50ac6,United States,62.66,False
a4eaa2,United States,51.28,False
a096f0,United States,98.65,False
4ac9a1,Sweden,2.06,True
a6a7d6,United States,58.28,False
aa8548,United States,0.0,True
a33fc9,United States,60.71,False
add2c4,United States,117.98,False
a68d32,United States,170.81,False
a479b2,United States,157.17,False
8963d7,United Arab Emirates,253.63,False
4855d1,Kingdom of the Netherlands,189.9,False
ae4e96,United States,82.39,False
a239e0,United States,261.74,False
c05c0e,Canada,256.03,False
a51df4,United States,70.81,False
8963e2,United Arab Emirates,247.75,False
4baa99,Turkey,263.93,False
add2ad,United States,256.07,False
a14324,United States,133.63,False
8963e0,United Arab Emirates,254.72,False
add2af,United States,48.05,False
8963e4,United Arab Emirates,276.24,False
4baa93,Turkey,180.94,False
a4418d,United States,229.01,False
400795,United Kingdom,117.73,False
70c0fd,Oman,230.23,False
a359c2,United States,182.59,False
a26308,United States,46.04,False
aa6b1d,United States,235.75,False
8963cf,United Arab Emirates,219.73,False
a524e1,United States,178.31,False
4baa90,Turkey,127.54,False
4b3902,Switzerland,167.53,False
add2b6,United States,265.7,False
4bb189,Turkey,221.37,False
add2b5,United States,213.7,False
4baa8f,Turkey,195.47,False
a657f4,United States,171.56,False
4bb188,Turkey,18.01,True
4bb185,Turkey,258.09,False
8963dd,United Arab Emirates,222.73,False
4baa8e,Turkey,240.89,False
a44197,United States,264.09,False
8963dc,United Arab Emirates,256.46,False
8963db,United Arab Emirates,233.4,False
aa7e56,United States,219.12,False
a9e29c,United States,54.58,False
a226c5,United States,235.35,False
a359bc,United States,0.0,True
a777bf,United States,7.72,True
a4fddb,United States,67.91,False
4baa64,Turkey,152.44,False
a7c7d2,United States,198.9,False
abe27d,United States,230.24,False
4baa65,Turkey,209.04,False
a2892c,United States,271.3,False
a63df3,United States,257.0,False
a096c8,United States,236.6,False
8963b3,United Arab Emirates,142.85,False
8963b2,United Arab Emirates,258.22,False
8963b1,United Arab Emirates,228.72,False
a69445,United States,74.85,False
a106b3,United States,213.14,False
aa7e3a,United States,61.48,False
4bb149,Turkey,194.62,False
a2bf05,United States,70.58,False
a44187,United States,266.01,False
8963ab,United Arab Emirates,242.2,False
c013c3,Canada,4.37,True
8963aa,United Arab Emirates,166.09,False
aa7e2e,United States,10.29,True
aa1ba3,United States,1.54,True
8963b7,United Arab Emirates,196.53,False
8963b6,United Arab Emirates,120.35,False
a68d57,United States,56.92,False
8963b4,United Arab Emirates,150.67,False
4baa69,Turkey,262.98,False
a897d9,United States,63.5,False
a01c34,United States,46.28,False
4bb14f,Turkey,291.46,False
4baa75,Turkey,110.55,False
4bb14a,Turkey,139.93,False
a6a7cf,United States,251.98,False
4baa72,Turkey,172.82,False
a01c37,United States,204.76,False
a56d7b,United States,212.59,False
add2cd,United States,80.52,False
8963ad,United Arab Emirates,130.59,False
43eb83,United Kingdom,43.73,False
a14f52,United States,140.28,False
4868ba,Kingdom of the Netherlands,225.78,False
ae4e9c,United States,70.63,False
4baa6e,Turkey,127.88,False
4baa6b,Turkey,191.68,False
a5d778,United States,33.45,False
a5aa1c,United States,157.94,False
3c7422,Germany,229.3,False
ad82fa,United States,200.82,False
a6810d,United States,233.92,False
4baa79,Turkey,2.83,True
4067f0,United Kingdom,226.94,False
a3d302,United States,237.24,False
4ca90a,Ireland,167.45,False
a3a9eb,United States,242.25,False
8007b0,India,232.31,False
a1f3c5,United States,166.81,False
86eb36,Japan,236.97,False
a586b0,United States,229.94,False
ab309d,United States,99.87,False
a4afbe,United States,7.46,True
a13c73,United States,216.58,False
a89915,United States,200.78,False
a9daef,United States,45.51,False
ab4ea9,United States,222.26,False
aace03,United States,58.12,False
4ac9e1,Sweden,4.63,True
a27676,United States,65.58,False
0b4228,Guatemala,17.68,True
4ac9e2,Sweden,218.8,False
4ac9e3,Sweden,272.64,False
a1566e,United States,95.69,False
a38f74,United States,68.01,False
4ac9e5,Sweden,8.23,True
4ac9e6,Sweden,128.5,False
a5cfa5,United States,200.9,False
440b2f,Austria,176.6,False
4ca910,Ireland,214.49,False
a333ae,United States,253.26,False
a466c7,United States,275.39,False
4ca911,Ireland,212.79,False
020057,Morocco,141.08,False
a7ea7e,United States,246.96,False
a0103b,United States,267.59,False
a3a9fb,United States,224.65,False
896536,United Arab Emirates,231.6,False
a9dafa,United States,60.71,False
a02381,United States,76.51,False
a44ca0,United States,225.24,False
a3a9ff,United States,279.0,False
ab68d0,United States,222.42,False
896533,United Arab Emirates,273.15,False
ad705e,United States,243.66,False
a3962d,United States,197.49,False
a1435d,United States,0.32,True
4ac9f3,Sweden,178.53,False
a26f6f,United States,254.92,False
a38f64,United States,49.16,False
4ac9f5,Sweden,234.28,False
a80a97,United States,0.0,True
4ac9f8,Sweden,242.3,False
0b4211,Guatemala,49.05,False
ac508b,United States,198.62,False
a213d6,United States,218.34,False
ad7078,United States,289.04,False
020044,Morocco,222.51,False
abb8a0,United States,206.91,False
8007c9,India,224.73,False
a479cf,United States,128.99,False
ae6805,United States,136.62,False
a1ecb4,United States,96.65,False
a7c91b,United States,67.91,False
02006f,Morocco,6.17,True
aace25,United States,57.11,False
896504,United Arab Emirates,149.57,False
a76622,United States,54.53,False
c8273f,New Zealand,74.68,False
4bb199,Turkey,162.07,False
4bb196,Turkey,9.77,True
a729e8,United States,61.54,False
a1fff2,United States,231.69,False
4ac9c4,Sweden,218.92,False
4ac9c5,Sweden,226.6,False
4bb194,Turkey,192.35,False
a93d9f,United States,224.68,False
4bb192,Turkey,48.18,False
ac2836,United States,261.4,False
47c0fd,Norway,0.0,True
a70fb6,United States,186.63,False
ac75a5,United States,122.26,False
ab68dd,United States,212.96,False
adc069,United States,54.03,False
4bb18d,Turkey,295.35,False
896514,United Arab Emirates,131.66,False
a1433a,United States,232.52,False
a63f4e,United States,242.86,False
a1300a,United States,67.44,False
a25c1a,United States,200.7,False
896515,United Arab Emirates,198.62,False
abb8c4,United States,261.11,False
02005a,Morocco,221.11,False
a01037,United States,53.7,False
a729d8,United States,77.76,False
89650a,United Arab Emirates,229.03,False
ab4ee2,United States,121.98,False
ab9200,United States,52.23,False
a599a8,United States,204.24,False
a38367,United States,181.41,False
a871cf,United States,127.56,False
a599a5,United States,75.3,False
7c14db,Australia,81.75,False
8007df,India,214.25,False
acd8c9,United States,56.92,False
a466fc,United States,106.45,False
aae84e,United States,53.15,False
a7ea50,United States,63.78,False
7c5d71,Australia,162.73,False
a93d7c,United States,153.66,False
0b4269,Guatemala,35.43,False
a3f91e,United States,210.27,False
ac2859,United States,240.05,False
ab3bc6,United States,119.42,False
a3f930,United States,97.78,False
a1a697,United States,179.07,False
a1ecff,United States,203.76,False
ad350a,United States,89.51,False
888098,Viet Nam,212.15,False
a1ecfd,United States,187.03,False
a01097,United States,191.65,False
a7b4f2,United States,78.7,False
a9a77a,United States,97.26,False
ac5bb0,United States,208.1,False
acbea2,United States,125.52,False
a6e480,United States,264.58,False
a52602,United States,210.99,False
aace63,United States,212.25,False
a3a9d1,United States,254.91,False
4ac9eb,Sweden,200.16,False
ad8ed7,United States,78.2,False
4ac9ed,Sweden,237.43,False
4ac9ee,Sweden,251.94,False
ac62a9,United States,195.34,False
a320a9,United States,160.22,False
4ca92d,Ireland,228.76,False
3a46ad,France,136.85,False
a13c92,United States,152.15,False
4ca92b,Ireland,248.34,False
a3e616,United States,260.94,False
7c4a0d,Australia,128.64,False
a6ca7f,United States,215.81,False
a1f3e0,United States,33.99,False
a9edbb,United States,38.45,False
34538e,Spain,144.64,False
ab42c7,United States,95.21,False
3a46b4,France,134.49,False
a52615,United States,36.83,False
a99df4,United States,191.16,False
8007cc,India,221.85,False
45d066,Denmark,233.23,False
48436c,Kingdom of the Netherlands,215.31,False
ac1547,United States,215.42,False
